10,,10,,10,,10,
MCH 271120 Adk4 Arctic Express 500 mL Culture001:10_UV1_280nm,,MCH 271120 Adk4 Arctic Express 500 mL Culture001:10_Cond,,MCH 271120 Adk4 Arctic Express 500 mL Culture001:10_Fractions,,MCH 271120 Adk4 Arctic Express 500 mL Culture001:10_Inject,
ml, mAU,ml, mS/cm,ml,(Fractions),ml,(Injections)
20.92,732.70,26.20,37.87,,,,
20.96,732.61,26.25,37.69,,,,
21.00,732.55,26.30,37.50,,,,
21.04,732.58,26.35,37.17,,,,
21.07,732.63,26.40,36.77,,,,
21.11,732.80,26.45,36.30,,,,
21.15,732.93,26.50,35.79,,,,
21.19,733.13,26.55,35.26,,,,
21.23,733.31,26.60,34.74,,,,
21.27,733.62,26.65,34.24,,,,
21.31,733.99,26.70,33.77,,,,
21.35,734.32,26.75,33.34,,,,
21.39,734.74,26.80,32.95,,,,
21.43,735.20,26.85,32.59,,,,
21.47,735.73,26.90,32.26,,,,
21.51,736.19,26.95,31.91,,,,
21.55,736.66,27.00,31.66,,,,
21.59,737.22,27.05,31.44,,,,
21.63,737.80,27.09,31.24,,,,
21.67,738.34,27.14,31.06,,,,
21.71,738.84,27.19,30.91,,,,
21.75,739.36,27.24,30.77,,,,
21.79,739.98,27.29,30.64,,,,
21.83,740.62,27.34,30.53,,,,
21.87,741.25,27.39,30.44,,,,
21.91,741.97,27.44,30.37,,,,
21.95,742.61,27.49,30.29,,,,
21.99,743.88,27.54,30.23,,,,
22.03,747.32,27.59,30.16,,,,
22.07,747.99,27.64,30.10,,,,
22.11,748.67,27.69,30.05,,,,
22.15,746.02,27.74,30.01,,,,
22.19,746.72,27.79,29.97,,,,
22.23,747.37,27.84,29.93,,,,
22.27,747.97,27.89,29.90,,,,
22.31,748.64,27.94,29.87,,,,
22.35,749.35,27.99,29.85,,,,
22.38,750.13,28.04,29.82,,,,
22.42,750.85,28.09,29.81,,,,
22.46,751.53,28.14,29.79,,,,
22.50,752.26,28.19,29.78,,,,
22.54,753.00,28.24,29.76,,,,
22.58,753.80,28.29,29.75,,,,
22.62,754.57,28.34,29.73,,,,
22.66,755.35,28.39,29.72,,,,
22.70,756.15,28.44,29.71,,,,
22.74,756.94,28.49,29.70,,,,
22.78,757.69,28.54,29.70,,,,
22.82,758.45,28.59,29.69,,,,
22.86,759.27,28.64,29.70,,,,
22.90,760.00,28.69,29.70,,,,
22.94,763.82,28.74,29.70,,,,
22.98,764.45,28.79,29.70,,,,
23.02,765.11,28.83,29.69,,,,
23.06,762.52,28.88,29.68,,,,
23.10,763.00,28.93,29.68,,,,
23.14,763.47,28.98,29.68,,,,
23.18,763.80,29.03,29.68,,,,
23.22,764.09,29.08,29.68,,,,
23.26,764.09,29.13,29.69,,,,
23.30,764.19,29.18,29.69,,,,
23.34,764.16,29.23,29.69,,,,
23.38,764.06,29.28,29.69,,,,
23.42,763.84,29.33,29.68,,,,
23.46,766.29,29.38,29.69,,,,
23.50,765.99,29.43,29.69,,,,
23.54,765.66,29.48,29.69,,,,
23.58,762.67,29.53,29.69,,,,
23.62,762.07,29.58,29.70,,,,
23.65,761.52,29.63,29.71,,,,
23.69,760.86,29.68,29.71,,,,
23.73,760.20,29.73,29.71,,,,
23.77,759.58,29.78,29.71,,,,
23.81,758.90,29.83,29.71,,,,
23.85,758.23,29.88,29.71,,,,
23.89,757.45,29.93,29.72,,,,
23.93,756.67,29.98,29.72,,,,
23.97,755.85,30.03,29.72,,,,
24.01,754.95,30.08,29.73,,,,
24.05,754.08,30.13,29.73,,,,
24.09,753.17,30.18,29.73,,,,
24.13,752.35,30.23,29.73,,,,
24.17,751.39,30.28,29.73,,,,
24.21,750.48,30.33,29.73,,,,
24.25,749.56,30.38,29.73,,,,
24.29,748.64,30.43,29.74,,,,
24.33,747.77,30.48,29.74,,,,
24.37,746.85,30.53,29.73,,,,
24.41,745.89,30.58,29.73,,,,
24.45,744.91,30.62,29.73,,,,
24.49,744.00,30.67,29.72,,,,
24.53,743.05,30.72,29.72,,,,
24.57,742.14,30.77,29.72,,,,
24.61,741.23,30.82,29.73,,,,
24.65,740.35,30.87,29.73,,,,
24.69,739.49,30.92,29.73,,,,
24.73,738.59,30.97,29.73,,,,
24.77,737.76,31.02,29.73,,,,
24.81,737.35,31.07,29.73,,,,
24.85,736.62,31.12,29.73,,,,
24.89,735.80,31.17,29.73,,,,
24.92,734.43,31.22,29.73,,,,
24.96,734.47,31.27,29.74,,,,
25.00,734.81,31.32,29.74,,,,
25.04,735.13,31.37,29.75,,,,
25.08,734.98,31.42,29.74,,,,
25.12,734.70,31.47,29.74,,,,
25.16,736.74,31.52,29.73,,,,
25.20,736.41,31.57,29.74,,,,
25.24,734.94,31.62,29.73,,,,
25.28,730.38,31.67,29.74,,,,
25.32,728.14,31.72,29.74,,,,
25.36,726.70,31.77,29.75,,,,
25.40,725.64,31.82,29.74,,,,
25.44,724.68,31.87,29.74,,,,
25.48,723.79,31.92,29.74,,,,
25.52,722.93,31.97,29.73,,,,
25.56,722.16,32.02,29.73,,,,
25.60,721.33,32.07,29.72,,,,
25.64,720.53,32.12,29.72,,,,
25.68,719.67,32.17,29.73,,,,
25.72,718.82,32.22,29.73,,,,
25.76,717.95,32.27,29.73,,,,
25.80,716.94,32.32,29.74,,,,
25.84,715.87,32.36,29.75,,,,
25.88,714.63,32.41,29.75,,,,
25.92,713.21,32.46,29.75,,,,
25.96,711.47,32.51,29.74,,,,
26.00,709.20,32.56,29.74,,,,
